small < 60px,big >= 60px,slow < 6.5s,fast >= 6.5s,preferred_playing_style
2.2638865118706035,2.1722581434958386,1.850608015815971,2.451636043325057,MOUSE_AND_KEYBOARD
2.7364879032258074,2.53212456140351,2.214356687898091,3.109504322766572,GAMEPAD
2.526833333333333,2.6018691588785066,2.5550074626865675,2.7293809523809527,PHONE
