small < 60px,big >= 60px,slow < 6.5s,fast >= 6.5s,gender
2.324219518938351,2.207489537382642,1.8844537998906599,2.52232376990388,MALE
2.553241206030151,2.6272186234817796,2.5342802197802192,2.6852978723404246,FEMALE
1.7436243093922643,1.7330115473441112,1.270888888888889,1.8905509761388293,NOT_KNOW
1.8713712121212116,1.8589075907590749,1.3648121212121216,2.1669481481481476,BOTH
