time_to_fall,mean_time_to_click
4.3751862552851,2.651
4.3752061629425,2.106
4.3791140519811,2.778
4.3805331903968,2.946
4.3831671678103,2.162
4.3861956781748,3.056
4.3875239337771,2.427
4.3893619735042,2.514
4.3902340996606,2.547
4.3913395122086,2.278
4.3914976122123,1.094
4.3923427355077,1.077
4.3924743221035,1.05
4.3925242117161,2.786
4.3932792718084,1.854
4.393730064672,2.084
4.3956594537767,2.73
4.3958589650817,1.775
4.3968447227518,2.289
4.3970053467611,2.691
4.3988158008224,2.665
4.3990352192977,1.519
4.3991255591393,0.906
4.4008972288734,2.074
4.4020351063075,0.96
4.4021918380187,2.906
4.4027818564334,2.491
4.4033290391438,2.193
4.4033911028361,1.583
4.4035720581482,2.679
4.4052059705376,1.772
4.4058651422953,0.796
4.4062937113735,2.331
4.4072199235827,2.409
4.4076911868966,0.774
4.4085073880484,2.727
4.4114280188511,3.388
4.4116099869533,3.143
4.4132697729603,2.294
4.413741936368,1.399
4.4148950106675,2.291
4.4150789605862,2.405
4.4157031041337,2.704
4.4181758270034,3.018
4.4184556129979,2.603
4.4188303251619,2.363
4.4192955814606,0.689
4.4197626694802,1.224
4.4212663308655,2.151
4.4220210631668,2.394
4.4228331468113,1.562
4.4229432728311,2.751
4.4230529087151,3.305
4.4233017471753,2.658
4.423714406501,3.33
4.4246825305473,3.19
4.4252845792491,2.186
4.4253545267403,2.457
4.4254231159348,2.204
4.4256443621909,1.91
4.4279201539365,3.288
4.4290044980097,1.664
4.4291287095525,0.968
4.4308828048724,1.604
4.4334595141102,1.572
4.4338266943732,3.054
4.4350062907933,1.698
4.435873968091,2.331
4.437461295608,2.06
4.4375957267321,2.847
4.4382194632426,2.854
4.4384130273039,2.645
4.4388076115887,2.541
4.4398985072822,2.937
4.4420175047581,2.667
4.442859150825,2.52
4.4434931909995,2.673
4.4443426015507,2.792
4.4450216978871,3.403
4.4454512071405,3.136
4.4466917056351,2.573
4.4473802139008,2.149
4.4491253235205,1.046
4.4498719545567,3.753
4.4504454152922,2.082
4.4516614832699,1.145
4.4527775580595,0.887
4.4547387493683,2.605
4.4548212665798,2.972
4.4551065568669,2.664
4.4582317229374,2.892
4.4583352888055,3.053
4.458511133897,2.454
4.4586319037765,3.184
4.4588176391159,1.459
4.459056797306,2.312
4.4599749625471,2.905
4.460348453643,2.493
4.4608210823665,1.847
4.4629720909614,2.92
4.4633483894795,0.997
4.4640196560953,3.334
4.466271556695,2.926
4.4665506303173,1.753
4.4679521221728,2.988
4.470145560517,2.845
4.470985719935,2.498
4.4725278955308,2.731
4.4725661864107,1.641
4.4727304086481,1.011
4.4746037215267,1.556
4.4750997330634,2.057
4.4752606619332,3.155
4.4762582101681,2.888
4.4794483173789,0.961
4.4813436390625,1.188
4.4825881436155,2.995
4.4841215384772,2.974
4.4862503420648,2.426
4.4877682746968,2.918
4.4879958213955,1.533
4.4898926933754,2.152
4.4931715522263,2.653
4.4937460072442,1.642
4.494001672979,2.632
4.4944686563939,2.938
4.4960060645297,1.207
4.496155861049,1.118
4.4975331914223,2.587
4.4996925975838,2.937
4.4999709216598,3.351
4.5021920443459,1.885
4.5031551061169,3.033
4.5047251770096,3.622
4.5047317907334,2.913
4.5049019482826,1.734
4.5058786774507,1.14
4.5063564405812,1.134
4.5071549278098,2.617
4.5091193484815,2.401
4.5096832024953,3.298
4.5125357715932,3.042
4.5131267215939,1.73
4.5135541635522,3.654
4.5137723887733,2.935
4.51406345197,1.523
4.5154489720765,3.158
4.5159474409106,2.081
4.5177272468533,2.877
4.5181425985425,2.401
4.5181601798137,1.526
4.5192415630088,2.006
4.5193937432897,1.852
4.5229075844736,0.877
4.5243838600295,2.789
4.5257257969444,2.775
4.5294079196631,0.885
4.5300147619945,1.627
4.5303377799849,3.066
4.5308222369809,3.735
4.5317125367442,2.826
4.5320860883397,2.892
4.5321049699578,2.977
4.533328158518,1.871
4.5367355742511,3.051
4.5367559192707,3.064
4.538079351778,2.315
4.54036097921,2.393
4.5412053984145,3.273
4.5425338523744,2.211
4.5428254925549,1.616
4.543410023638,3.198
4.5468296938063,2.791
4.5470268046568,1.977
4.5477715570628,2.97
4.548835003611,1.409
4.5522346664287,3.283
4.5522450695341,2.206
4.5539259664834,3.202
4.5567224494763,1.143
4.5590389747665,2.545
4.5600874509335,3.485
4.5618077096504,3.047
4.5630286812335,3.424
4.5633304953785,1.333
4.5646610356185,3.33
4.5648475107544,3.421
4.5664153702889,3.286
4.5665065623729,2.047
4.5685670029085,2.819
4.5713988582921,3.132
4.5730762302592,2.97
4.5732220292912,3.189
4.5740500934656,1.511
4.5742448086742,2.717
4.5743789345017,1.524
4.5758736812986,2.012
4.5779553837151,1.041
4.5786753494824,1.651
4.5789149363928,1.669
4.5798820348522,3.167
4.5800046743573,2.187
4.580488631348,3.217
4.5817158233425,3.473
4.5822799159977,3.364
4.5827182557385,1.395
4.5829663762182,2.316
4.5837980373313,2.58
4.5847435498189,1.206
4.5850262941349,3.352
4.5888288333584,2.468
4.5895491581175,1.601
4.5897587603853,1.6
4.5901656644636,3.183
4.5935152325656,3.74
4.5944948380151,3.083
4.594579722152,2.419
4.5962579809339,1.857
4.5968080836132,1.691
4.5968898776264,2.435
4.5972141490583,2.748
4.5974106441092,3.563
4.5982227616492,2.958
4.5995175127744,3.057
4.600077409941,2.955
4.6001564556809,0.948
4.6002096673387,2.977
4.6013603806797,2.176
4.6042361204496,3.288
4.6075610484819,2.406
4.6076880972332,1.395
4.6080646271583,1.403
4.6081814773029,3.36
4.6087573670498,2.717
4.608765876218,3.1
4.6092324095713,1.796
4.6099627874075,3.177
4.6107337262956,1.82
4.6111708635179,0.984
4.6111967131654,2.673
4.6145901853047,0.867
4.615282145418,2.023
4.6154366658441,3.114
4.6156390922261,3.536
4.6159332263902,2.676
4.6174231208674,0.949
4.61793585168,2.914
4.618792486318,3.343
4.619538229719,3.09
4.6196041441293,1.58
4.6199677925392,3.211
4.6200898399277,1.611
4.6214621910503,1.26
4.6216606301938,3.2
4.6221929868513,2.817
4.6226770174914,2.45
4.6230285427564,2.751
4.6231978384431,2.462
4.6235164352646,3.066
4.6243163618328,3.485
4.6246781470573,2.847
4.6248026683509,0.933
4.6252179818773,3.339
4.6253865652812,2.679
4.6254087463325,2.877
4.6280750308271,2.632
4.6282414540893,2.059
4.6296276699658,2.766
4.6299253239613,3.002
4.630342368072,1.05
4.6306361951534,2.794
4.6309623101537,2.177
4.631824521482,3.064
4.6330779275351,3.66
4.6338577336541,1.473
4.634045301045,2.882
4.6340642894391,2.514
4.6369788484334,2.81
4.637372803332,3.189
4.6381924300192,2.265
4.6387353145388,3.165
4.6390352237307,2.788
4.6390907010043,3.039
4.6391671894534,3.057
4.6399437078072,3.32
4.6407840793229,2.155
4.6411544216327,1.015
4.6412630458456,1.412
4.6415049098694,2.556
4.6415867415654,3.11
4.6415982850452,1.793
4.6423231723806,1.462
4.642837735976,2.916
4.6428384314067,3.161
4.6441116653814,1.403
4.6446822662431,1.063
4.6467596544655,3.064
4.6471004597406,3.692
4.6480262566592,3.174
4.6489516396115,2.692
4.6490220772826,1.032
4.6490240816556,2.754
4.649270824424,2.869
4.6498120401011,2.052
4.6500044233926,1.242
4.6509385066662,3.822
4.6521340877543,1.312
4.6526699557408,2.144
4.6527251087871,1.364
4.6529208426499,2.698
4.65302999525,1.868
4.6530962550651,1.39
4.6539993087147,3.3510000000000004
4.6543321364464,2.826
4.6550726719359,2.468
4.6556832956952,3.317
4.655723414254,2.895
4.6584232680949,1.518
4.6588629189361,2.794
4.6592741835098,2.14
4.6601380773704,2.702
4.6635327124945,2.589
4.6653920564591,2.664
4.6655454972436,2.129
4.666748285029,1.119
4.6672305816318,2.7
4.6675517087612,2.531
4.6684037940067,3.382
4.6697815740271,3.023
4.6706089285944,3.183
4.6715653117917,3.282
4.6721190439864,2.829
4.6721997136152,2.967
4.6724260025445,2.309
4.6724638596868,1.785
4.6728268294476,2.489
4.6733454251751,2.204
4.6734633427582,2.657
4.6741942578311,2.543
4.6742597220066,2.27
4.6765567948434,3.483
4.6766701884037,2.524
4.6771783964929,3.07
4.6776748367748,0.683
4.6782386010269,2.017
4.6787737425566,2.885
4.6797817461231,0.7
4.6809063502071,3.442
4.6816898061947,2.3
4.6824585183899,2.929
4.6825974768343,2.823
4.6838968155123,1.909
4.6843863701244,3.55
4.6848614864368,4.059
4.6852532723535,3.342
4.6860211907722,2.662
4.6865913943572,3.21
4.6867857357324,2.925
4.6877121425482,1.648
4.6877252755888,2.084
4.6885657204766,2.975
4.6887335305658,3.135
4.6891093123154,1.574
4.6892020030366,2.354
4.6901086504275,2.464
4.6903462939169,3.142
4.6905238227856,3.413
4.6940614778723,1.519
4.6982332783898,2.139
4.701773467551,3.436
4.7024130555436,1.032
4.7026874090161,2.983
4.7030634595151,2.25
4.703097915121,2.971
4.7040605416622,1.989
4.7042833808352,1.351
4.70470536389,2.635
4.7058788815174,3.061
4.7066059402541,1.77
4.7073513524342,2.076
4.7085101625599,2.654
4.7091036074999,0.954
4.7107152202927,3.547
4.7111460887704,2.553
4.7122937757075,3.49
4.7136451074963,3.886
4.7158053395688,2.256
4.7171950943768,2.127
4.7177267756243,2.378
4.7178880070125,2.383
4.7183901827213,3.029
4.71876814803,3.273
4.7202621982064,2.385
4.7214212788924,2.724
4.7227751842378,3.368
4.7230719638677,1.067
4.7238161845487,3.589
4.7239226433445,2.596
4.7246521271999,1.017
4.7275226310556,2.97
4.7288048219778,1.373
4.7297553322092,2.162
4.7299787186062,2.179
4.7310621563529,2.326
4.7319460896373,2.182
4.7320509483343,1.002
4.7342170799289,0.828
4.7367226012064,3.092
4.737269080863,1.895
4.7374851742526,2.89
4.7375610285957,2.555
4.7383523994521,2.911
4.7387683929627,2.893
4.7396853813121,2.015
4.7433462578052,2.916
4.7433622023545,2.157
4.7440465771848,3.285
4.7443874510451,1.348
4.7450708769348,2.807
4.7454326281555,1.096
4.7479044038271,3.382
4.7488882277736,3.164
4.7489687074763,3.064
4.7489803977188,2.181
4.7494324512438,1.928
4.7510590073471,3.62
4.7513566411457,2.134
4.751736901251,2.983
4.7530408998596,3.118
4.7531582586178,3.561
4.7540745617748,2.902
4.7550214241381,3.371
4.7558097018693,1.288
4.7565601962253,2.586
4.7570087852439,3.002
4.7574599810478,3.713
4.7576142686203,2.688
4.7578201468965,2.724
4.7579405261556,2.243
4.7582440798031,2.809
4.7584814654828,2.803
4.7593574968074,3.142
4.759375332089,2.384
4.7596476819633,1.263
4.7611700311482,3.011
4.7615492590204,3.193
4.7620475318303,1.761
4.762641857211,1.064
4.7629639276396,2.401
4.7641404903404,2.208
4.7652046459911,1.279
4.7653003658007,3.426
4.7653806174257,2.764
4.7658618403234,2.896
4.7689460655867,3.282
4.7694746091927,2.453
4.7702045120725,3.514
4.7704424412435,2.387
4.7705466367271,3.153
4.7717043033184,1.927
4.7730392196905,1.26
4.7733292055407,3.325
4.7750345389382,2.407
4.7751164571156,4.156
4.7769011412966,1.489
4.7772221498706,2.636
4.7774919460079,3.331
4.7779144616369,2.118
4.7791300289079,3.166
4.7792110892141,2.683
4.7795453294413,3.128
4.7802735915099,2.104
4.7803277173496,1.423
4.7812744534987,2.798
4.7815660949367,1.6
4.7816749210839,2.608
4.7825320237342,2.355
4.7833829800326,1.05
4.7834622184664,3.167
4.7838039365051,3.223
4.7839283806182,3.039
4.7840907277718,2.853
4.7848493959315,3.578
4.7850826414452,2.844
4.7859387437505,2.476
4.7862363278796,3.117
4.7866802512631,3.793
4.7867285912538,3.285
4.7886192899077,1.968
4.7891577158103,1.64
4.7914954422753,3.535
4.7915983108515,2.422
4.791761616178,2.335
4.7927052103461,3.11
4.7930505192683,3.151
4.7937385099116,2.247
4.7937408676881,2.984
4.7939314769451,1.003
4.7942048477424,2.77
4.7953232273355,2.536
4.7961828919149,3.282
4.7962063035532,1.84
4.7963705881757,1.971
4.7972552875175,2.763
4.7973116766368,3.685
4.7983231888505,3.789
4.7984414455162,3.267
4.79953256182,3.296
4.8000037034749,3.302
4.8000162446562,2.76
4.8007981219726,2.765
4.8010835418165,3.039
4.8015733377516,3.262
4.8018818451217,2.967
4.8019765910545,3.659
4.8021077004216,2.916
4.802247385822,2.92
4.8030596898312,1.239
4.8044032863481,3.219
4.8050069398284,3.579
4.8051529530879,2.356
4.8053133483831,3.416
4.8058848083808,2.225
4.8064159006984,3.336
4.8069039095275,1.669
4.8085826980218,2.387
4.8087235036421,0.84
4.808883905039,3.593
4.8094102166228,2.759
4.8097691148383,1.899
4.8099038856612,3.332
4.8103967292676,1.794
4.8105024609287,1.483
4.8107297107776,3.522
4.8107764521914,2.624
4.8125206464433,2.324
4.8135798065625,3.548
4.8150204270709,3.574
4.8154146405164,2.685
4.8156777727682,3.068
4.8156952725439,3.672
4.8157168996588,2.679
4.8157973389275,3.699
4.8159339770066,2.536
4.8164997142299,2.501
4.8178428735096,1.529
4.8192340985794,3.784
4.8192391325321,3.054
4.8194081576929,3.247
4.8195439110701,1.597
4.8196192384224,2.444
4.8198738439569,2.938
4.8204788798323,3.774
4.8212827310776,3.637
4.82223448695,1.258
4.8223734946176,2.053
4.8228937638837,2.799
4.8231614499519,2.965
4.8241155460677,2.099
4.8243561118051,2.703
4.824986417192,3.023
4.8255652101433,3.129
4.8270233927728,2.939
4.8270882898306,3.096
4.8271777877907,2.924
4.8289837976548,3.495
4.829295868426,3.492
4.8293134426321,2.458
4.8310606312569,2.898
4.8313526598029,3.251
4.8315018284637,2.419
4.8324963804864,3.613
4.8325262954069,2.34
4.8332959858295,3.848
4.8333423920935,1.709
4.8333538030919,2.664
4.8334090320712,3.162
4.8334420767254,3.276
4.8334459667909,2.853
4.8338143259475,2.812
4.8349109622427,2.686
4.8349214296311,2.348
4.8351288437406,3.985
4.8352212603101,3.957
4.8352898938858,1.786
4.835831577034,2.781
4.8360336709246,3.601
4.8368528566629,3.631
4.8369493068881,2.348
4.8374900608294,2.929
4.8390616060063,2.614
4.8396703747312,0.903
4.8399831291846,3.582
4.8402884948388,2.592
4.8413497063472,3.464
4.8415845039857,1.874
4.8416867349241,1.156
4.8422854006519,4.08
4.8424452867604,2.921
4.8429794932959,2.743
4.8432644254092,3.311
4.844266181873,0.861
4.8446303194376,0.907
4.8449084465988,1.623
4.8451103125842,1.711
4.8452864749235,3.427
4.8459108638629,3.147
4.8463473710072,3.123
4.8467531335887,2.621
4.8470496275682,3.437
4.8470986771996,2.632
4.8476697573667,1.714
4.8484194328174,2.296
4.8485222290832,3.274
4.8489449699377,3.514
4.8489888314948,1.753
4.8492887744487,3.765
4.8496576555082,1.284
4.8496977614731,3.074
4.8500301512961,2.826
4.8509280302796,2.874
4.8517906241167,1.572
4.8518083785923,2.699
4.8522357766219,2.748
4.8526557288419,2.482
4.8527195626798,1.869
4.8530111256254,0.748
4.8530530264181,2.43
4.8543268457457,3.136
4.8544932678037,2.938
4.8557081985602,2.802
4.8561921193716,2.657
4.8562197649368,2.542
4.8576093499501,1.033
4.8577752425748,3.728
4.8582255953822,3.486
4.8585734398405,2.262
4.8588561383341,1.334
4.8593885199083,3.703
4.8601429913544,3.994
4.8611246218381,2.342
4.8613505968227,2.503
4.8625419643347,2.595
4.8628809247347,3.572
4.8635497496059,3.341
4.8635693761413,1.565
4.8635818661253,2.627
4.8643570605445,2.828
4.8649691230356,2.381
4.8650956979527,3.457
4.8652500189723,2.726
4.8656470447118,2.771
4.8669436461823,2.029
4.8670132155146,1.834
4.8673303356122,2.199
4.8682866069767,3.163
4.8685861144605,2.958
4.8687658063408,2.428
4.8697001404385,3.554
4.8700277073393,2.388
4.8704848004403,2.546
4.8720545595987,2.853
4.8724727572566,2.784
4.87271585232,3.132
4.872822639304,2.994
4.8733524565359,3.82
4.8735466184325,2.911
4.8737240057901,2.457
4.8744472681813,2.335
4.8745090626921,3.504
4.8745763250308,2.662
4.874738816183,3.143
4.8751636782518,2.955
4.875339795142,1.626
4.8754033859148,2.252
4.8779772736555,2.768
4.8780125323326,3.476
4.8781521975109,1.904
4.8786990666132,4.229
4.8792963804637,3.157
4.8799758567986,3.034
4.8805736045029,4.062
4.8809277135166,3.214
4.8813299297194,3.058
4.8814246139713,1.154
4.882495398246,2.436
4.8826907959682,2.63
4.88379568265,1.787
4.883934409628,2.894
4.8841418567539,2.323
4.8841434356883,3.146
4.8843727701904,2.679
4.8843926212779,2.79
4.8845036372466,1.057
4.8849700948884,3.327
4.8856365617045,0.998
4.8857590945273,2.054
4.885799427714,1.425
4.8868050014995,2.458
4.8876386375393,3.525
4.8882612514926,3.25
4.8884252175735,3.825
4.8889471227296,3.214
4.8896587586185,3.172
4.8899691263612,2.302
4.8905482318422,2.711
4.8906813801516,3.09
4.8908938332562,2.993
4.8915304974875,2.643
4.8922066610074,3.056
4.8926171753557,0.879
4.8926561440984,3.103
4.8926702680153,2.987
4.893516853348,3.661
4.8936176514987,2.881
4.893689156589,2.957
4.8959325164925,3.92
4.8969369317031,2.65
4.8972043375033,2.583
4.8976669736369,3.018
4.8979163379248,3.131
4.8980268137272,2.884
4.8991228080015,3.599
4.8998652294366,2.824
4.9004844918307,3.274
4.9010956319756,3.061
4.901170386833,3.526
4.9012363276061,3.263
4.9015927748495,1.688
4.9019099542351,3.38
4.9020451182147,2.606
4.9024010483675,3.139
4.9028641835216,2.592
4.903169267521,1.438
4.9032234943215,3.031
4.9034637241729,2.007
4.9040390886755,1.981
4.9042921059726,1.871
4.9043280430085,3.807
4.9044814488952,0.992
4.9049699875145,1.602
4.9081947810214,2.907
4.9086647509271,2.341
4.9087600625045,1.575
4.9089953849069,3.371
4.9105214625913,2.932
4.9106938791396,3.089
4.9111168648501,2.644
4.9112921524269,1.915
4.9159004202045,3.647
4.9166547771673,2.104
4.917924723898,3.413
4.9182003239839,3.533
4.9183007958518,3.333
4.9183545699412,3.132
4.9183813436614,2.886
4.9188791373987,3.307
4.9190643191505,1.324
4.9199486108539,2.934
4.9206344020955,2.287
4.9230957637612,2.914
4.9250309910476,3.333
4.9252660489261,2.98
4.927119011143,2.943
4.9288393359197,3.625
4.9292256350895,1.835
4.9296358727093,1.791
4.9319192546198,2.094
4.932681329133,3.39
4.9332741179568,3.173
4.9346190276714,4.13
4.9348576760192,3.188
4.9352934571187,2.205
4.9353757048602,2.567
4.9356624169959,1.742
4.9401160213819,3.287
4.9404423908191,3.489
4.9424198025967,3.435
4.9424312305582,2.016
4.9424904595697,1.054
4.9430822090641,2.677
4.9432304048728,1.904
4.9432981340066,3.278
4.9447320200804,1.89
4.94505073683,2.623
4.9451456996019,2.081
4.9466443049521,2.483
4.9473224694795,2.305
4.9477966895299,1.66
4.9480741516318,3.181
4.9482956513712,2.972
4.9484173735394,3.189
