fav_game_type,time_to_click,time_to_fall
PLATFORM,2.7418333333333336,7.0116900736981
RPG,1.8252500000000005,7.3996891821087
RTS,2.105888888888889,7.6040401246668
SANDBOX,1.6660392156862747,7.0794246103576
SIMULATION,2.3220416666666663,6.5209287879195
STORY_RICH,2.528538461538461,7.0154820512796
SURVIVAL,1.8661999999999999,6.6723658427393
ACTION,2.296865853658536,7.0869088713026
FPS,2.5222857142857142,6.7525576175271
HACK_AND_SLASH,1.947,7.6054655570495
HORROR,3.457222222222222,7.4272024172709
LOGIC,1.9403333333333335,7.4995615482007
MMO,2.113285714285714,7.4592507334748
PLATFORM,2.4133636363636364,7.010263221786
RPG,2.05109375,7.041348175925
RTS,2.4896666666666665,7.0796963004801
SANDBOX,1.9843999999999997,6.2936535432186
SIMULATION,2.2920869565217394,7.1641754577379
STORY_RICH,2.5857777777777775,6.2062537970028
SURVIVAL,1.7462121212121213,6.9101350678328
