small < 60px,big >= 60px,slow < 6.5s,fast >= 6.5s,work_type
2.286927797833932,2.2141019224900838,1.7990619254958844,2.5835630057803507,WORKING_STUDENT_MENTAL
2.513351324828258,2.3884952191235116,2.1381101789709156,2.718717403790929,MENTAL
2.212475658419792,2.102804007514089,1.7640513285024164,2.353034396273737,STUDENT
2.593202702702701,2.349674033149171,2.2560057803468205,2.7670609756097555,WORKING_STUDENT_PHYSICAL
1.797498402555911,1.7848410326086965,1.319622641509434,1.9926402188782506,BURNT_OUT
2.303074626865672,2.1910774647887337,1.955152542372881,2.5794615384615383,MIXED
3.770111111111111,3.5724516129032255,3.6450612244897966,,PHYSICAL
